Test Index,Result Index,Recall,Precision,F-score,Test Text,Predicted Text
17,68,0.3088235294117647,0.9545454545454546,0.4666666666666667,"['phân công', 'giảng dạy', 'các', 'học', 'phần', 'chung a', 'các', 'học', 'phần', 'ngoại ngữ', 'chung', 'do', 'trường', 'đại học', 'ngoại ngữ', 'giảng dạy', 'trừ', 'các', 'đơn vị', 'có', 'ngànhkhoabộ môn', 'đào tạo', 'ngoại ngữ', 'b', 'các', 'học', 'phần', 'lý luận', 'chính trị', 'do', 'trường', 'đại học', 'kinh tế', 'và', 'trường', 'đại học', 'khoa học xã hội', 'và', 'nhân văn', 'giảng dạy', 'c', 'các', 'học phần', 'pháp luật', 'do', 'trường', 'đại học', 'luật', 'giảng dạy', 'd', 'các', 'học phần', 'giáo dục', 'quốc phòng', 'an ninh', 'do', 'trung tâm', 'giáo dục', 'quốc phòng', 'và', 'an ninh', 'giảng dạy', 'đ', 'các', 'học phần', 'giáo dục', 'thể chất', 'do', 'trung tâm', 'giáo dục', 'thể chất', 'và', 'thể thao', 'giảng dạy', 'e', 'các', 'học', 'phần', 'tin học', 'cơ sở', 'do', 'trường', 'đại học', 'công nghệ', 'và', 'trường', 'đại học', 'khoa học tự nhiên', 'giảng dạy', 'trừ', 'các', 'đơn vị', 'có', 'ngành', 'đào tạo', 'về', 'khoa học', 'máy', 'tínhcông nghệ thông tin', 'g', 'các', 'học', 'phần', 'kỹ năng', 'bổ trợ', 'do', 'đơn vị', 'đào tạo', 'xây dựng', 'chương trình', 'và', 'tổ chức', 'giảng dạy', 'hoặc', 'trung tâm', 'dự báo', 'và', 'phát triển', 'nguồn', 'nhân lực', 'làm', 'đầu mối', 'xây dựng', 'chương trình', 'trình', 'đại học', 'quốc gia', 'hà nội', 'xem xét', 'phê duyệt', 'ban hành', 'và', 'giao', 'nhiệm vụ', 'tổ chức', 'triển khai', 'thực hiện', 'h', 'các', 'học', 'phần', 'còn', 'lại', 'do', 'đơn vị', 'quản lý', 'học', 'phần', 'giảng dạy']","['2', 'phân công', 'giảng dạy', 'các', 'học', 'phần', 'chung']"
53,212,0.30952380952380953,0.8666666666666667,0.45614035087719296,"['một', 'giờ tín', 'chỉ', 'lý thuyết', 'bằng', '01', 'tiết', 'lý thuyết', 'để', 'tiếp thu', 'được', '1', 'giờ', 'tín', 'chỉ', 'lý thuyết', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']","['2', 'buộc', 'thôi', 'học']"
49,196,0.3333333333333333,0.75,0.46153846153846156,"['thực hành', 'sinh viên', 'học tập', 'qua', 'thực hành', 'thực tập', 'làm', 'thí nghiệm', 'làm', 'bài tập', 'thảo luận', 'đọc', 'và', 'nghiên cứu', 'tài liệu', 'dưới', 'sự', 'hướng dẫn', 'của', 'giảng viên']","['1', 'hình thức', 'dạy học']"
37,148,0.3333333333333333,0.75,0.46153846153846156,"['thực hành', 'sinh viên', 'học tập', 'qua', 'thực hành', 'thực tập', 'làm', 'thí nghiệm', 'làm', 'bài tập', 'thảo luận', 'đọc', 'và', 'nghiên cứu', 'tài liệu', 'dưới', 'sự', 'hướng dẫn', 'của', 'giảng viên']","['1', 'hình thức', 'dạy học']"
77,308,0.3392857142857143,0.95,0.5000000000000001,"['mỗi', 'học', 'phần', 'có', 'ngân hàng', 'câu', 'hỏi', 'do', 'đơn vị', 'quản lý', 'học', 'phần', 'tổ chức', 'biên soạn', 'được', 'hội đồng', 'khoa học', 'và', 'đào tạo', 'cấp', 'khoa', 'thẩm định', 'và', 'được', 'chủ nhiệm', 'khoabộ môn', 'cho phép', 'sử dụng', 'để', 'lựa chọn', 'làm', 'đề', 'kiểm tra', 'đánh giá']","['4', 'ngân hàng', 'câu', 'hỏi', 'của', 'học', 'phần']"
52,208,0.35135135135135137,0.8125,0.49056603773584906,"['tự', 'học sinh viên', 'tự', 'học tập', 'và', 'nghiên cứu', 'theo', 'kế hoạch', 'và', 'nội dung', 'do', 'giảng viên', 'giao', 'và', 'được', 'kiểm tra', 'đánh giá']","['1', 'hình thức', 'dạy học']"
38,152,0.35135135135135137,0.8125,0.49056603773584906,"['tự', 'học sinh viên', 'tự', 'học tập', 'và', 'nghiên cứu', 'theo', 'kế hoạch', 'và', 'nội dung', 'do', 'giảng viên', 'giao', 'và', 'được', 'kiểm tra', 'đánh giá']","['1', 'hình thức', 'dạy học']"
97,388,0.42105263157894735,0.9411764705882353,0.5818181818181818,"['sinh viên', 'trả', 'học phí', 'theo', 'kỳ', 'hoặc', 'số', 'tín', 'chỉ', 'đăng ký', 'học', 'trong', 'mỗi', 'học kỳ', 'tại', 'đơn vị', 'đào tạo', 'quản lý', 'ngành', 'học', 'mà', 'sinh viên', 'theo', 'học']","['m', 'số', 'học phí', 'phải', 'nộp']"
39,156,0.4418604651162791,0.8636363636363636,0.5846153846153846,"['tín', 'chỉ', 'là', 'đại lượng', 'xác định', 'khối lượng', 'kiến thức', 'kỹ năng', 'mà', 'sinh viên', 'tích', 'lũy', 'được', 'từ', 'học', 'phần', 'trong', '15', 'giờ', 'tín', 'chỉ']","['2', 'thiết kế', 'chương trình', 'đào tạo']"
98,392,0.5384615384615384,0.9545454545454546,0.6885245901639344,"['thủ trưởng', 'đơn vị', 'đào tạo', 'quyết định', 'việc', 'sử dụng', 'kinh phí', 'đào tạo', 'theo', 'quy chế', 'chi tiêu', 'nội bộ', 'của', 'đơn vị']","['2', 'sử dụng', 'kinh phí', 'đào tạo']"
36,144,0.5428571428571428,0.7307692307692307,0.6229508196721311,"['lý thuyết', 'sinh viên', 'học tập', 'trên', 'lớp', 'qua', 'bài', 'giảng', 'trực tiếp', 'của', 'giảng viên', 'tại', 'lớp học', 'hoặc', 'qua', 'các', 'lớp học', 'trực tuyến']","['1', 'nguyên tắc', 'thiết kế', 'chương trình', 'đào tạo']"
8,32,0.543859649122807,0.9393939393939394,0.688888888888889,"['đại học', 'quốc gia', 'hà nội', 'chỉ đạo', 'và', 'điều hành', 'thống nhất', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'theo', 'cơ chế', 'mở', 'liên thông', 'liên kết', 'và', 'hợp tác', 'giữa', 'các', 'đơn vị', 'đào tạo', 'điều phối', 'sử dụng', 'các', 'nguồn lực', 'chung', 'nhân lực', 'cơ sở vật chất', 'kỹ thuật', 'phục vụ', 'đào tạo', 'quản lý', 'toàn diện', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'của', 'các', 'trườngkhoa', 'trực thuộc']","['a', 'quy chế', 'đào tạo', 'đại học', 'của', 'đại học', 'quốc gia', 'hà nội', 'và', 'các', 'quy định', 'quản lý', 'đào tạo', 'có', 'liên quan', 'của', 'đơn vị']"
79,316,0.5526315789473685,0.9545454545454546,0.7000000000000001,"['các', 'loại', 'chương trình', 'đào tạo', 'chương trình', 'đào tạo', 'chuẩn', 'chương trình', 'đào tạo', 'chất lượng', 'cao', 'chương trình', 'đào tạo', 'tài năng', 'chương trình', 'đào tạo', 'ngành', 'chính', 'ngành', 'phụ', 'chương trình', 'đào tạo', 'song', 'ngành', 'chương trình', 'đào tạo', 'liên kết', 'với', 'cơ sở', 'giáo dục', 'nước ngoài']","['2', 'các', 'loại', 'chương trình', 'đào tạo']"
62,248,0.5555555555555556,0.6756756756756757,0.6097560975609757,"['một', 'giờ tín', 'chỉ', 'thực hành', 'bằng', '2', '3', 'tiết', 'thực hành', 'thí nghiệm', 'hoặc', 'thảo luận', 'để', 'tiếp thu', 'được', '1', 'giờ tín', 'chỉ', 'thực hànhbài', 'tập', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']","['tự giác', 'áp dụng', 'và', 'hướng dẫn', 'sinh viên', 'áp dụng', 'phương pháp', 'dạy-học', 'kiểm tra', 'đánh giá', 'tiên tiến', 'phù hợp']"
31,124,0.5609756097560976,0.7666666666666667,0.6478873239436621,"['nội dung', 'đào tạo', 'phương pháp', 'dạy học', 'kiểm tra', 'đánh giá', 'và', 'phương thức', 'quản lý', 'phải', 'phù hợp', 'và', 'đáp ứng', 'chuẩn', 'đầu ra', 'của', 'chương trình', 'đào tạo']","['3', 'ưu tiên', 'đầu tư', 'điều kiện', 'đảm bảo', 'chất lượng', 'giáo dục']"
19,76,0.5614035087719298,0.9411764705882353,0.7032967032967032,"['đại học', 'quốc gia', 'hà nội', 'chỉ đạo', 'và', 'điều hành', 'thống nhất', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'theo', 'cơ chế', 'mở', 'liên thông', 'liên kết', 'và', 'hợp tác', 'giữa', 'các', 'đơn vị', 'đào tạo', 'điều phối', 'sử dụng', 'các', 'nguồn lực', 'chung', 'nhân lực', 'cơ sở vật chất', 'kỹ thuật', 'phục vụ', 'đào tạo', 'quản lý', 'toàn diện', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'của', 'các', 'trườngkhoa', 'trực thuộc']","['đại học', 'quốc gia', 'hà nội', 'thực hiện', 'thanh tra', 'kiểm tra', 'việc', 'thực hiện', 'quy chế', 'này', 'của', 'các', 'đơn vị', 'đào tạo']"
40,160,0.5675675675675675,0.875,0.6885245901639344,"['giờ', 'tín', 'chỉ', 'là', 'đại lượng', 'đo', 'thời lượng', 'học tập', 'của', 'sinh viên', 'được', 'phân', 'thành', 'ba', 'loại', 'theo', 'các', 'hình thức', 'dạy học']","['điều', '4', 'hình thức', 'dạy học', 'tín chỉ', 'giờ tín', 'chỉ']"
15,60,0.5964912280701754,0.9714285714285714,0.7391304347826086,"['đại học', 'quốc gia', 'hà nội', 'chỉ đạo', 'và', 'điều hành', 'thống nhất', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'theo', 'cơ chế', 'mở', 'liên thông', 'liên kết', 'và', 'hợp tác', 'giữa', 'các', 'đơn vị', 'đào tạo', 'điều phối', 'sử dụng', 'các', 'nguồn lực', 'chung', 'nhân lực', 'cơ sở vật chất', 'kỹ thuật', 'phục vụ', 'đào tạo', 'quản lý', 'toàn diện', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'của', 'các', 'trườngkhoa', 'trực thuộc']","['1', 'hệ thống', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'đại học', 'gồm', 'hai', 'cấp', 'cấp', 'đại học', 'quốc gia', 'hà nội', 'và', 'cấp', 'đơn vị', 'đào tạo']"
20,80,0.6140350877192983,1.0,0.7608695652173912,"['đại học', 'quốc gia', 'hà nội', 'chỉ đạo', 'và', 'điều hành', 'thống nhất', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'theo', 'cơ chế', 'mở', 'liên thông', 'liên kết', 'và', 'hợp tác', 'giữa', 'các', 'đơn vị', 'đào tạo', 'điều phối', 'sử dụng', 'các', 'nguồn lực', 'chung', 'nhân lực', 'cơ sở vật chất', 'kỹ thuật', 'phục vụ', 'đào tạo', 'quản lý', 'toàn diện', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'của', 'các', 'trườngkhoa', 'trực thuộc']","['điều phối', 'sử dụng', 'các', 'nguồn lực', 'chung', 'nhân lực', 'cơ sở', 'vật chất', 'kỹ thuật', 'phục vụ', 'đào tạo']"
12,48,0.6140350877192983,1.0,0.7608695652173912,"['đại học', 'quốc gia', 'hà nội', 'chỉ đạo', 'và', 'điều hành', 'thống nhất', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'theo', 'cơ chế', 'mở', 'liên thông', 'liên kết', 'và', 'hợp tác', 'giữa', 'các', 'đơn vị', 'đào tạo', 'điều phối', 'sử dụng', 'các', 'nguồn lực', 'chung', 'nhân lực', 'cơ sở vật chất', 'kỹ thuật', 'phục vụ', 'đào tạo', 'quản lý', 'toàn diện', 'công tác', 'tổ chức', 'và', 'quản lý', 'đào tạo', 'của', 'các', 'trườngkhoa', 'trực thuộc']","['điều phối', 'sử dụng', 'các', 'nguồn lực', 'chung', 'nhân lực', 'cơ sở', 'vật chất', 'kỹ thuật', 'phục vụ', 'đào tạo']"
87,348,0.6410256410256411,0.7575757575757576,0.6944444444444444,"['đào tạo', 'vừa', 'làm', 'vừa', 'học', 'được', 'tổ chức', 'hoạt động', 'giảng dạy', 'linh hoạt', 'trong', 'ngày', 'trong', 'tuần', 'trong', 'toàn', 'khóa học', 'tại', 'đơn vị', 'đào tạo', 'hoặc', 'tại', 'đơn vị', 'phối hợp', 'đào tạo']","['1', 'đào tạo', 'văn bằng', 'thứ', 'hai', 'theo', 'hình thức', 'vừa', 'làm', 'vừa', 'học', 'dành', 'cho', 'người', 'đã', 'có', 'bằng', 'đại học']"
70,280,0.65,0.6842105263157895,0.6666666666666667,"['học', 'phần', 'điều kiện', 'là', 'các', 'học phần', 'giáo dục', 'thể chất', 'giáo dục', 'quốc phòng', 'an ninh', 'và', 'kỹ năng', 'bổ trợ', 'là', 'điều kiện', 'để', 'xét', 'tốt nghiệp']","['b', 'chậm', 'nhất', 'là', '1', 'tháng', 'trước', 'khi', 'bắt đầu', 'mỗi', 'học kỳ', 'sinh viên', 'phải', 'hoàn thành', 'đăng ký', 'các', 'học', 'phần']"
68,272,0.6578947368421053,0.7142857142857143,0.684931506849315,"['các', 'loại', 'học', 'phần', 'học', 'phần', 'bắt buộc', 'học', 'phần', 'tự', 'chọn', 'có', 'điều kiện', 'học', 'phần', 'tự', 'chọn', 'tự do', 'học', 'phần', 'tiên quyết', 'khóa luận', 'đồ án', 'tốt nghiệp', 'thực tập', 'thực tế', 'học', 'phần', 'điều kiện', 'học', 'phần', 'ngoại ngữ']","['h', 'học', 'phần', 'ngoại ngữ', 'trong', 'chương trình', 'đào tạo', 'là', 'học', 'phần', 'sinh viên', 'bắt buộc', 'phải', 'tích lũy', 'trong', 'chương trình', 'đào tạo']"
72,288,0.6585365853658537,0.675,0.6666666666666667,"['mỗi', 'học', 'phần', 'có', 'khối lượng', 'kiến thức', 'từ', '2', 'đến', '5', 'tín', 'chỉ', 'được', 'tổ chức', 'giảng dạy', 'trọn vẹn', 'trong', 'một', 'học kỳ']","['n', 'là', 'tổng số', 'học', 'phần', 'trong', 'học kỳ', 'hoặc', 'tổng số', 'học', 'phần', 'tính', 'từ', 'đầu', 'khóa', 'học', 'tới', 'thời điểm', 'xem xét', 'hoặc', 'tổng số', 'học', 'phần', 'đã', 'tích lũy']"
73,292,0.66,0.8461538461538461,0.7415730337078651,"['khóa luận', 'đồ án', 'tốt nghiệp', 'là', 'học', 'phần', 'thuộc', 'khối', 'kiến thức', 'bắt buộc', 'có', 'thời lượng', 'từ', '5', 'đến', '10', 'tín', 'chỉ', 'được', 'quy định', 'cụ thể', 'trong', 'chương trình', 'đào tạo']","['điều kiện', 'được', 'đăng ký', 'quy trình', 'đăng ký', 'nhận', 'đề tài', 'hình thức', 'và', 'thời gian', 'làm', 'khóa luận', 'hoặc', 'đồ án', 'tốt nghiệp']"
95,380,0.6666666666666666,1.0,0.8,"['học phí', 'được', 'tính', 'theo', 'công thức', 'định mức', 'học phí', 'cho', 'một', 'tín', 'chỉ', 'hệ số', 'học phí', 'của', 'học', 'phần']","['học phí', 'được', 'tính', 'theo', 'công thức']"
99,396,0.6944444444444444,0.6578947368421053,0.6756756756756757,"['thủ trưởng', 'đơn vị', 'đào tạo', 'xây dựng', 'hệ số', 'học phí', 'của', 'từng', 'học', 'phần', 'cho', 'các', 'ngành', 'học']","['hj', 'hệ số', 'học phí', 'của', 'học', 'phần', 'thứ', 'i', 'mà', 'sinh viên', 'học', 'lần', 'đầu', 'h1', 'học', 'lại', 'h2', 'học', 'cải thiện', 'điểm', 'h3', 'học', 'tự', 'chọn', 'tự do', 'h4']"
